"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"443400","occ","","","43664","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","11465"
"443401","occ","","","43664","Canis","genus","41198","Middle Pleistocene","","0.781","0.126","11465"
"443402","occ","","","43664","Vulpes vulpes","species","44890","Middle Pleistocene","","0.781","0.126","11465"
"443449","occ","","","43666","Canis","genus","41198","Middle Pleistocene","","0.781","0.126","11465"
"443582","occ","","","43689","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","11465"
"443583","occ","","","43689","Vulpes vulpes","species","44890","Late Pleistocene","","0.126","0.0117","11465"
"443685","occ","","","43699","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","11465"
"443686","occ","","","43699","Vulpes vulpes","species","44890","Middle Pleistocene","","0.781","0.126","11465"
"443718","occ","","","43701","Vulpes vulpes","species","44890","Middle Pleistocene","","0.781","0.126","11465"
"443733","occ","","","43702","Canis lupus","species","44860","Middle Pleistocene","Late Pleistocene","0.781","0.0117","11465"
"443734","occ","","","43702","Vulpes vulpes","species","44890","Middle Pleistocene","Late Pleistocene","0.781","0.0117","11465"
"443770","occ","","","43704","Vulpes","genus","41248","Middle Pleistocene","","0.781","0.126","11465"
"447642","occ","","","31747","Cynodictis lacustris","species","349281","Priabonian","","38","33.9","11568"
"447654","occ","","","44090","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","11572"
"447692","occ","","","44091","Canis lupus","species","44860","Pleistocene","","2.588","0.0117","11575"
"447693","occ","","","44091","Vulpes vulpes","species","44890","Pleistocene","","2.588","0.0117","11575"
"447704","occ","","","31583","Cynodictis","genus","41276","Early Oligocene","","33.9","28.4","11574"
"448605","occ","","","44145","Canis","genus","41198","Early Pleistocene","","2.588","0.781","11584"
"448612","occ","","","44146","Canis","genus","41198","Early Pleistocene","","2.588","0.781","11585"
"448613","occ","12564","","44146","Canis","genus","41198","Early Pleistocene","","2.588","0.781","13155"
"448614","occ","","","44146","Vulpes","genus","41248","Early Pleistocene","","2.588","0.781","11585"
"450380","occ","","","44231","Nyctereutes","genus","41225","Pliocene","Pleistocene","5.333","0.0117","12548"
"450381","occ","","","44231","Vulpes","genus","41248","Pliocene","Pleistocene","5.333","0.0117","12548"
"450382","occ","","","44231","Canis","genus","41198","Pliocene","Pleistocene","5.333","0.0117","12548"
"457450","occ","","","45085","Vulpes vulpes","species","44890","Early Pleistocene","","2.588","0.781","11725"
"457471","occ","","","45065","Vulpes vulpes","species","44890","Early Pleistocene","","2.588","0.781","11725"
"466132","occ","","","46193","Cynodictis","genus","41276","Middle Eocene","","48.6","37.2","11241"
"474224","occ","","","12843","Cynodictis lacustris","species","349281","Priabonian","","38","33.9","7272"
"474342","occ","","","12849","Cynodictis","genus","41276","Priabonian","","38","33.9","7272"
"474708","occ","","","47099","Canis","genus","41198","MN 16","","3.2","2.588","12548"
"474729","occ","","","47100","Nyctereutes","genus","41225","MN 16","","3.2","2.588","12548"
"474730","occ","","","47100","Vulpes","genus","41248","MN 16","","3.2","2.588","12548"
"474731","occ","","","47100","Canis","genus","41198","MN 16","","3.2","2.588","12548"
"475098","occ","","","47129","Nyctereutes","genus","41225","MN 17","","2.588","1.806","11001"
"475112","occ","","","47131","Nyctereutes","genus","41225","MN 17","","2.588","1.806","12548"
"475174","occ","12177","","47150","Nyctereutes","genus","41225","MN 17","","2.588","1.806","12578"
"475175","occ","","","47150","Vulpes","genus","41248","MN 17","","2.588","1.806","12578"
"478750","occ","","","47624","Nyctereutes","genus","41225","MN 17","","2.588","1.806","12548"
"478751","occ","","","47624","Canis","genus","41198","MN 17","","2.588","1.806","12548"
"479837","occ","","","47828","Canis","genus","41198","Early Pleistocene","","2.588","0.781","12802"
"479850","occ","","","47829","Canis","genus","41198","Early Pleistocene","","2.588","0.781","12802"
"479879","occ","","","47831","Canis","genus","41198","Early Pleistocene","","2.588","0.781","13065"
"479880","occ","","","47831","Vulpes","genus","41248","Early Pleistocene","","2.588","0.781","13065"
"485280","occ","","","48587","Vulpes vulpes","species","44890","Late Pleistocene","","0.126","0.0117","12964"
"485281","occ","","","48587","Alopex lagopus","species","44853","Late Pleistocene","","0.126","0.0117","12964"
"485282","occ","","","48587","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","12964"
"485373","occ","","","48580","Canis","genus","41198","Early Pleistocene","","2.588","0.781","12964"
"487205","occ","","","48858","Vulpes vulpes","species","44890","Pleistocene","","2.588","0.0117","13025"
"487313","occ","","","48884","Cynarctus marylandica","species","52383","Burdigalian","","20.44","15.97","13047"
"487322","occ","","","48889","Canis","genus","41198","Middle Pleistocene","","0.781","0.126","12802"
"487323","occ","","","48889","Vulpes","genus","41248","Middle Pleistocene","","0.781","0.126","12802"
"487324","occ","","","48889","Vulpes vulpes","species","44890","Middle Pleistocene","","0.781","0.126","12802"
"487335","occ","","","48890","Canis","genus","41198","Middle Pleistocene","","0.781","0.126","13053"
"487336","occ","","","48890","Vulpes","genus","41248","Middle Pleistocene","","0.781","0.126","13053"
"487353","occ","","","48891","Cuon","genus","41204","Middle Pleistocene","","0.781","0.126","12802"
"487387","occ","","","48893","Canis","genus","41198","Middle Pleistocene","","0.781","0.126","12802"
"487400","occ","","","48908","Canis","genus","41198","Middle Pleistocene","","0.781","0.126","12802"
"487408","occ","","","48910","Canis","genus","41198","Middle Pleistocene","","0.781","0.126","12802"
"487409","occ","","","48910","Cuon","genus","41204","Middle Pleistocene","","0.781","0.126","12802"
"487415","occ","","","48911","Canis","genus","41198","Middle Pleistocene","","0.781","0.126","13054"
"487416","occ","","","48911","Vulpes","genus","41248","Middle Pleistocene","","0.781","0.126","13054"
"487417","occ","","","48911","Cuon","genus","41204","Middle Pleistocene","","0.781","0.126","13054"
"487418","occ","","","48911","Vulpes vulpes","species","44890","Middle Pleistocene","","0.781","0.126","13054"
"488520","occ","","","49089","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","13054"
"488547","occ","","","49092","Cuon","genus","41204","Middle Pleistocene","","0.781","0.126","13054"
"488560","occ","","","49093","Canis","genus","41198","Middle Pleistocene","","0.781","0.126","13054"
"488561","occ","","","49093","Canis","genus","41198","Middle Pleistocene","","0.781","0.126","13054"
"488605","occ","","","49094","Canis","genus","41198","Middle Pleistocene","","0.781","0.126","13054"
"489315","occ","","","49240","Canis","genus","41198","Pliocene","Pleistocene","5.333","0.0117","13150"
"489316","occ","","","49240","Canis","genus","41198","Pliocene","Pleistocene","5.333","0.0117","13150"
"489336","occ","","","44089","Nyctereutes","genus","41225","Villanyian","","3.2","2.588","13151"
"489370","occ","","","49254","Canis","genus","41198","MN 17","","2.588","1.806","13155"
"489577","occ","","","48981","Canis","genus","41198","Early Pleistocene","","2.588","0.781","13167"
"489590","occ","","","49239","Canis","genus","41198","Early Pleistocene","Middle Pleistocene","2.588","0.126","13155"
"489591","occ","","","49239","Canis","genus","41198","Early Pleistocene","Middle Pleistocene","2.588","0.126","13155"
"489961","occ","","","49414","Canis","genus","41198","MN 17","","2.588","1.806","13151"
"489962","occ","","","49414","Vulpes","genus","41248","MN 17","","2.588","1.806","13151"
"492215","occ","","","31765","Cynodictis","genus","41276","Priabonian","","38","33.9","12515"
"492237","occ","","","31764","Cynodictis","genus","41276","Priabonian","","38","33.9","12515"
"492287","occ","","","32105","Nyctereutes","genus","41225","MN 17","","2.588","1.806","13340"
"493158","occ","","","49814","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","13378"
"493203","occ","","","49816","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","13380"
"494704","occ","","","49999","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","13430"
"497012","occ","","","50196","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","9643"
"497013","occ","","","50196","Cuon","genus","41204","Middle Pleistocene","","0.781","0.126","9643"
"497014","occ","","","50196","Cuon","genus","41204","Middle Pleistocene","","0.781","0.126","9643"
"497015","occ","","","50196","Xenocyon lycaonoides","species","301921","Middle Pleistocene","","0.781","0.126","9643"
"497081","occ","","","50198","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","9643"
"497120","occ","","","50199","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","9643"
"497444","occ","","","50242","Canis lupus","species","44860","Pleistocene","","2.588","0.0117","9643"
"497510","occ","","","50249","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","9643"
"497635","occ","","","50258","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","9643"
"497636","occ","","","50258","Canis","genus","41198","Middle Pleistocene","","0.781","0.126","9643"
"497637","occ","","","50258","Cuon","genus","41204","Middle Pleistocene","","0.781","0.126","9643"
"497638","occ","","","50258","Vulpes","genus","41248","Middle Pleistocene","","0.781","0.126","9643"
"497675","occ","","","50259","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","9643"
"497676","occ","","","50259","Vulpes vulpes","species","44890","Middle Pleistocene","","0.781","0.126","9643"
"497677","occ","","","50259","Cuon alpinus","species","44824","Middle Pleistocene","","0.781","0.126","9643"
"497772","occ","","","50274","Canis","genus","41198","Early Pleistocene","","2.588","0.781","8651"
"498800","occ","","","50466","Canis","genus","41198","Early Pleistocene","Middle Pleistocene","2.588","0.126","13532"
"498812","occ","13073","","50342","Canis lupus","species","44860","Early Pleistocene","","2.588","0.781","13519"
"498838","occ","","","50342","Vulpes vulpes","species","44890","Early Pleistocene","","2.588","0.781","13519"
"501588","occ","","","50910","Canis","genus","41198","MN 14","","4.9","4.2","13592"
"501606","occ","","","50913","Canis","genus","41198","MN 14","","4.9","4.2","13592"
"501620","occ","","","50915","Canis","genus","41198","MN 14","MN 15","4.9","3.2","13592"
"501624","occ","","","50917","Canis","genus","41198","MN 15","","4.2","3.2","13592"
"501760","occ","","","50935","Canis","genus","41198","MN 15","","4.2","3.2","13592"
"501806","occ","","","50940","Canis","genus","41198","MN 15","","4.2","3.2","13592"
"501807","occ","","","50940","Vulpes","genus","41248","MN 15","","4.2","3.2","13592"
"501828","occ","","","50943","Canis","genus","41198","MN 15","MN 16","4.2","2.588","13592"
"501829","occ","","","50943","Nyctereutes","genus","41225","MN 15","MN 16","4.2","2.588","13592"
"501830","occ","","","50943","Vulpes","genus","41248","MN 15","MN 16","4.2","2.588","13592"
"501850","occ","","","50945","Canis","genus","41198","MN 14","","4.9","4.2","13592"
"501851","occ","","","50946","Canis","genus","41198","MN 14","","4.9","4.2","13592"
"502021","occ","","","48093","Canis","genus","41198","Gelasian","","2.588","1.806","13613"
"502569","occ","","","51100","Cuon","genus","41204","Middle Pleistocene","","0.781","0.126","13623"
"502572","occ","","","51100","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","13623"
"502573","occ","","","51100","Vulpes vulpes","species","44890","Middle Pleistocene","","0.781","0.126","13623"
"502579","occ","","","51100","Canidae","family","41189","Middle Pleistocene","","0.781","0.126","13623"
"507210","occ","","","51482","Cynotherium","genus","94468","Early Pleistocene","Middle Pleistocene","2.588","0.126","13691"
"507233","occ","","","51483","Cynotherium","genus","94468","Middle Pleistocene","Late Pleistocene","0.781","0.0117","13691"
"507506","occ","","","51504","Cynotherium","genus","94468","Middle Pleistocene","Late Pleistocene","0.781","0.0117","13691"
"507909","occ","","","51551","Cynotherium","genus","94468","Middle Pleistocene","Late Pleistocene","0.781","0.0117","13691"
"507951","occ","","","51552","Cynotherium","genus","94468","Late Pleistocene","","0.126","0.0117","13691"
"507975","occ","","","51553","Cynotherium sardous","species","94469","Late Pleistocene","","0.126","0.0117","13691"
"508671","occ","","","51684","Canis","genus","41198","Pliocene","Pleistocene","5.333","0.0117","13759"
"510967","occ","","","51778","Canis","genus","41198","Early Pleistocene","","2.588","0.781","13786"
"515457","occ","","","52183","Tomarctus","genus","41246","Langhian","","15.97","13.82","6029"
"536650","occ","","","55533","Canis lupus","species","44860","Holocene","","0.0117","0","14999"
"562951","occ","","","58809","Canis","genus","41198","Pliocene","Pleistocene","5.333","0.0117","16685"
"562952","occ","","","58809","Vulpes","genus","41248","Pliocene","Pleistocene","5.333","0.0117","16685"
"565629","occ","","","59150","Canis lupus","species","44860","Holocene","","0.0117","0","16894"
"571717","occ","","","59978","Dusicyon avus","species","260304","Late Pleistocene","","0.126","0.0117","17245"
"571718","occ","","","59978","Theriodictis","genus","41245","Late Pleistocene","","0.126","0.0117","17245"
"583571","occ","","","21695","Canis mesomelas","species","232943","Pleistocene","","2.588","0.0117","17685"
"583572","occ","","","21695","Vulpes chama","species","235498","Pleistocene","","2.588","0.0117","17685"
"592868","occ","","","26574","Canidae","family","41189","Late Hemphillian","Blancan","10.3","1.8","18109"
"593740","occ","","","62876","Aelurodon montanensis","species","83320","Early Barstovian","","15.97","13.6","18137"
"596010","occ","","","63150","Canis","genus","41198","Late Pleistocene","","0.126","0.0117","18185"
"597517","occ","","","63338","Pseudalopex gymnocercus","species","83739","Holocene","","0.0117","0","23893"
"598097","occ","","","63335","Canis (Pseudalopex)","subgenus","83738","Middle Pleistocene","","0.781","0.126","17632"
"598333","occ","","","63427","Canis","genus","41198","Late Pleistocene","","0.126","0.0117","18245"
"598370","occ","","","63429","Canis","genus","41198","Late Pleistocene","Holocene","0.126","0","18245"
"608455","occ","","","20636","Urocyon cinereoargenteus","species","44832","Late Pleistocene","","0.126","0.0117","18730"
"610349","occ","","","65405","Canis dirus","species","44837","Pleistocene","","2.588","0.0117","18853"
"610350","occ","","","65405","Urocyon cinereoargenteus","species","44832","Pleistocene","","2.588","0.0117","18853"
"623887","occ","","","20495","Canis dirus","species","44837","Rancholabrean","","0.3","0.012","19165"
"627310","occ","","","67660","Canidae","family","41189","Middle Pleistocene","","0.781","0.126","19319"
"635618","occ","","","68380","Nyctereutes","genus","41225","Early Pleistocene","","2.588","0.781","19685"
"635619","occ","","","68380","Nyctereutes","genus","41225","Early Pleistocene","","2.588","0.781","19685"
"641071","occ","","","69062","Cynotherium sardous","species","94469","Middle Pleistocene","","0.781","0.126","19913"
"648262","occ","","","28043","Cynarctoides acridens","species","45441","Harrisonian","","24.8","20.43","19303"
"648263","occ","","","28043","Phlaocyon","genus","41235","Harrisonian","","24.8","20.43","19303"
"648264","occ","","","28043","Desmocyon","genus","41208","Harrisonian","","24.8","20.43","19303"
"648831","occ","","","70118","Canis","genus","41198","Early Pleistocene","Middle Pleistocene","2.588","0.126","23537"
"648842","occ","","","70119","Borophagus","genus","41196","Clarendonian","Hemphillian","13.6","4.9","23539"
"648957","occ","","","20540","Canidae","family","41189","Blancan","","4.9","1.8","23541"
"654796","occ","","","70673","Canis dirus","species","44837","Early Pleistocene","","2.588","0.781","19694"
"654797","occ","","","70673","Chrysocyon brachyurus","species","232947","Early Pleistocene","","2.588","0.781","19694"
"654798","occ","","","70673","Pseudalopex gymnocercus","species","83739","Early Pleistocene","","2.588","0.781","19694"
"654799","occ","","","70673","Theriodictis","genus","41245","Early Pleistocene","","2.588","0.781","19694"
"654893","occ","","","70704","Protocyon troglodytes","species","250733","Middle Pleistocene","","0.781","0.126","19694"
"654894","occ","","","70704","Canis (Pseudalopex)","subgenus","83738","Middle Pleistocene","","0.781","0.126","19694"
"654947","occ","","","70705","Dusicyon","genus","41209","Holocene","","0.0117","0","19694"
"655353","occ","","","70705","Dusicyon","genus","41209","Holocene","","0.0117","0","19694"
"658991","occ","","","71060","Xenocyon lycaonoides","species","301921","Early Pleistocene","","2.588","0.781","23807"
"658992","occ","","","71060","Canis lupus","species","44860","Early Pleistocene","","2.588","0.781","23807"
"659274","occ","","","22160","Canidae","family","41189","Zanclean","","5.333","3.6","5357"
"659275","occ","","","22160","Nyctereutes","genus","41225","Zanclean","","5.333","3.6","5357"
"661478","occ","","","71263","Canis latrans","species","44854","Late Pleistocene","Holocene","0.126","0","24053"
"661517","occ","","","71265","Dusicyon","genus","41209","Late Pleistocene","","0.126","0.0117","23979"
"661593","occ","","","71277","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","23923"
"661623","occ","","","71280","Canidae","family","41189","Late Pleistocene","","0.126","0.0117","23939"
"661650","occ","","","71286","Dusicyon avus","species","260304","Lujanian","","0.781","0.012","24012"
"661651","occ","","","71286","Pseudalopex gymnocercus","species","83739","Lujanian","","0.781","0.012","24012"
"661670","occ","","","71288","Theriodictis","genus","41245","Ensenadan","Lujanian","1.2","0.012","24007"
"661739","occ","","","71298","Protocyon","genus","41238","Pleistocene","","2.588","0.0117","24084"
"661756","occ","","","71301","Protocyon","genus","41238","Pleistocene","","2.588","0.0117","24084"
"661770","occ","","","71302","Speothos","genus","159112","Pleistocene","","2.588","0.0117","24084"
"661771","occ","","","71302","Protocyon","genus","41238","Pleistocene","","2.588","0.0117","24084"
"661802","occ","","","71303","Pseudalopex gymnocercus","species","83739","Lujanian","","0.781","0.012","24010"
"661803","occ","","","71303","Canis (Pseudalopex)","subgenus","83738","Lujanian","","0.781","0.012","24010"
"661804","occ","","","71303","Dusicyon avus","species","260304","Lujanian","","0.781","0.012","24010"
"661847","occ","","","71304","Protocyon","genus","41238","Pleistocene","","2.588","0.0117","24008"
"661848","occ","","","71304","Canis","genus","41198","Pleistocene","","2.588","0.0117","24008"
"661849","occ","","","71304","Dusicyon","genus","41209","Pleistocene","","2.588","0.0117","24008"
"661852","occ","","","71305","Vulpes","genus","41248","Pleistocene","","2.588","0.0117","24118"
"661864","occ","","","71306","Vulpes","genus","41248","Late Pleistocene","","0.126","0.0117","24035"
"661870","occ","","","71307","Vulpes","genus","41248","Late Pleistocene","","0.126","0.0117","24035"
"661877","occ","","","71308","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","24035"
"661878","occ","","","71308","Vulpes","genus","41248","Late Pleistocene","","0.126","0.0117","24035"
"661922","occ","","","71313","Cerdocyon thous","species","232945","Late Pleistocene","Holocene","0.126","0","24122"
"661923","occ","","","71313","Protocyon troglodytes","species","250733","Late Pleistocene","Holocene","0.126","0","24122"
"661974","occ","","","71316","Canis","genus","41198","Late Pleistocene","","0.126","0.0117","23892"
"662001","occ","","","71322","Protocyon","genus","41238","Ensenadan","","1.2","0.781","23916"
"662033","occ","","","71324","Dusicyon","genus","41209","Holocene","","0.0117","0","23916"
"662059","occ","","","71329","Canis familiaris","species","104153","Holocene","","0.0117","0","24000"
"662077","occ","","","71332","Protocyon troglodytes","species","250733","Late Pleistocene","","0.126","0.0117","23910"
"662094","occ","","","71334","Canidae","family","41189","Late Pleistocene","","0.126","0.0117","23910"
"662144","occ","","","71335","Canidae","family","41189","Late Pleistocene","","0.126","0.0117","24109"
"662159","occ","","","71336","Dusicyon avus","species","260304","Late Pleistocene","","0.126","0.0117","24013"
"662170","occ","","","71338","Canis","genus","41198","Late Pleistocene","","0.126","0.0117","24013"
"662187","occ","","","71342","Dusicyon avus","species","260304","Late Pleistocene","","0.126","0.0117","24013"
"662188","occ","","","71342","Canis (Pseudalopex)","subgenus","83738","Late Pleistocene","","0.126","0.0117","24013"
"662193","occ","","","71343","Canis","genus","41198","Holocene","","0.0117","0","24013"
"662216","occ","","","71345","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","24078"
"662240","occ","21913","","71346","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","2195"
"662251","occ","","","71346","Canis (Pseudalopex)","subgenus","83738","Late Pleistocene","","0.126","0.0117","24009"
"662312","occ","","","71349","Canis familiaris","species","104153","Holocene","","0.0117","0","24088"
"683544","occ","","","73686","Nyctereutes procyonoides","species","232951","Late Pleistocene","","0.126","0.0117","24700"
"683956","occ","","","73752","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","2588"
"683957","occ","","","73752","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","2588"
"683958","occ","","","73752","Urocyon cinereoargenteus","species","44832","Late Pleistocene","","0.126","0.0117","2588"
"684223","occ","","","73761","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","24726"
"685623","occ","","","71341","Dusicyon avus","species","260304","Late Pleistocene","","0.126","0.0117","24751"
"685639","occ","","","73845","Canis","genus","41198","Late Pleistocene","","0.126","0.0117","24073"
"689842","occ","","","74141","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","24884"
"690439","occ","","","74240","Canis dirus","species","44837","Pleistocene","","2.588","0.0117","24936"
"691159","occ","","","74470","Urocyon cinereoargenteus","species","44832","Late Pleistocene","","0.126","0.0117","24979"
"691250","occ","","","74474","Canis latrans","species","44854","Holocene","","0.0117","0","1326"
"694439","occ","19623","","74792","Borophaginae","subfamily","83323","Barstovian","","15.97","13.6","19636"
"696742","occ","","","74953","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","25288"
"696743","occ","","","74953","Vulpes vulpes","species","44890","Late Pleistocene","","0.126","0.0117","25288"
"696744","occ","","","74953","Caninae","subfamily","90655","Late Pleistocene","","0.126","0.0117","25288"
"696766","occ","","","74954","Vulpes vulpes","species","44890","Late Pleistocene","","0.126","0.0117","25288"
"696767","occ","","","74954","Caninae","subfamily","90655","Late Pleistocene","","0.126","0.0117","25288"
"699340","occ","","","56733","Canis","genus","41198","Early Pleistocene","","2.588","0.781","25340"
"709222","occ","","","75995","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","25717"
"709947","occ","","","76059","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","25748"
"709948","occ","","","76059","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","25748"
"709949","occ","","","76059","Vulpes velox","species","44888","Late Pleistocene","","0.126","0.0117","25748"
"709950","occ","","","76059","Urocyon cinereoargenteus","species","44832","Late Pleistocene","","0.126","0.0117","25748"
"710050","occ","","","76060","Urocyon cinereoargenteus","species","44832","Late Pleistocene","","0.126","0.0117","25748"
"713685","occ","","","76530","Canis lupus","species","44860","Late Pliocene","","3.6","2.588","24838"
"713686","occ","","","76530","Canis","genus","41198","Late Pliocene","","3.6","2.588","24838"
"713731","occ","","","50943","Canis","genus","41198","MN 15","MN 16","4.2","2.588","24838"
"713732","occ","","","50943","Vulpes","genus","41248","MN 15","MN 16","4.2","2.588","24838"
"723095","occ","","","52582","Borophagus dudleyi","species","50525","Zanclean","","5.333","3.6","26240"
"723096","occ","","","52582","Borophagus orc","species","49478","Zanclean","","5.333","3.6","26240"
"724081","occ","","","77749","Vulpes vulpes","species","44890","Pleistocene","","2.588","0.0117","26261"
"724187","occ","","","77773","Vulpes","genus","41248","Gelasian","Early Pleistocene","2.588","0.781","26265"
"724188","occ","","","77773","Canis","genus","41198","Gelasian","Early Pleistocene","2.588","0.781","26265"
"724191","occ","","","77773","Canis","genus","41198","Gelasian","Early Pleistocene","2.588","0.781","26265"
"724197","occ","","","77773","Canis","genus","41198","Gelasian","Early Pleistocene","2.588","0.781","26265"
"732488","occ","","","63515","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","26437"
"740001","occ","","","79548","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","26697"
"740002","occ","","","79548","Vulpes vulpes","species","44890","Late Pleistocene","","0.126","0.0117","26697"
"740235","occ","","","79581","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","26708"
"740244","occ","","","79582","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","26708"
"740260","occ","","","79584","Canis latrans","species","44854","Holocene","","0.0117","0","26708"
"740510","occ","","","79630","Canis dirus","species","44837","Pleistocene","","2.588","0.0117","26738"
"740511","occ","","","79630","Canis latrans","species","44854","Pleistocene","","2.588","0.0117","26738"
"740512","occ","22614","","79630","Urocyon cinereoargenteus","species","44832","Pleistocene","","2.588","0.0117","31458"
"740568","occ","","","79632","Canis","genus","41198","Late Pleistocene","","0.126","0.0117","26749"
"740981","occ","","","79683","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","26776"
"740982","occ","","","79683","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","26776"
"741191","occ","","","59167","Vulpes","genus","41248","Messinian","Piacenzian","7.246","2.588","5401"
"745056","occ","","","79918","Canis dirus","species","44837","Rancholabrean","","0.3","0.012","26822"
"745057","occ","","","79757","Canis dirus","species","44837","Rancholabrean","","0.3","0.012","26822"
"745058","occ","22618","","79919","Canis armbrusteri","species","44827","Irvingtonian","","1.8","0.3","31468"
"759743","occ","","","37064","Canidae","family","41189","Pleistocene","Holocene","2.588","0","9935"
"766675","occ","","","81830","Alopex lagopus","species","44853","Late Pleistocene","","0.126","0.0117","27585"
"776506","occ","","","83304","Canis aureus","species","104156","Holocene","","0.0117","0","27974"
"781878","occ","","","84181","Canis","genus","41198","Late Pleistocene","","0.126","0.0117","28213"
"788281","occ","","","85144","Urocyon","genus","41247","Late Pleistocene","","0.126","0.0117","28649"
"788394","occ","","","85159","Canis","genus","41198","Late Pleistocene","","0.126","0.0117","28655"
"789151","occ","","","85314","Canis dirus","species","44837","Rancholabrean","","0.3","0.012","28773"
"789159","occ","","","20628","Canidae","family","41189","Late Pleistocene","","0.126","0.0117","28773"
"798179","occ","","","86852","Canis rufus","species","44879","Pleistocene","","2.588","0.0117","29235"
"819173","occ","","","90036","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","30172"
"819183","occ","","","90037","Canidae","family","41189","Late Pleistocene","","0.126","0.0117","30172"
"819521","occ","","","90070","Canis","genus","41198","Late Pleistocene","","0.126","0.0117","30193"
"834584","occ","","","92732","Canis familiaris","species","104153","Holocene","","0.0117","0","31261"
"835238","occ","","","92733","Canis familiaris","species","104153","Holocene","","0.0117","0","31261"
"835711","occ","","","92781","Cuon","genus","41204","Middle Pleistocene","","0.781","0.126","31293"
"836033","occ","","","92787","Cuon","genus","41204","Late Pleistocene","","0.126","0.0117","31309"
"836034","occ","","","92787","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","31309"
"838499","occ","","","17508","Phlaocyon latidens","species","46573","Arikareean","","30.8","20.43","31438"
"838518","occ","","","17603","Paraenhydrocyon wallovianus","species","52167","Arikareean","","30.8","20.43","31438"
"838524","occ","","","93079","Enhydrocyon","genus","41211","Arikareean","","30.8","20.43","31438"
"838529","occ","","","93079","Cormocyon copei","species","45265","Arikareean","","30.8","20.43","31438"
"838530","occ","","","93079","Mesocyon brachyops","species","48330","Arikareean","","30.8","20.43","31438"
"838538","occ","","","93079","Paraenhydrocyon wallovianus","species","52167","Arikareean","","30.8","20.43","31438"
"838574","occ","","","17537","Philotrox condoni","species","50341","Arikareean","","30.8","20.43","31438"
"838575","occ","","","17537","Enhydrocyon stenocephalus","species","46090","Arikareean","","30.8","20.43","31438"
"838768","occ","","","93103","Vulpes vulpes","species","44890","Late Pleistocene","","0.126","0.0117","3185"
"838769","occ","","","93103","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","3185"
"838770","occ","","","93103","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","3185"
"839053","occ","","","93141","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","31472"
"839054","occ","","","93141","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","31472"
"839055","occ","","","93141","Urocyon","genus","41247","Late Pleistocene","","0.126","0.0117","31472"
"839081","occ","","","93141","Vulpes vulpes","species","44890","Late Pleistocene","","0.126","0.0117","31472"
"839082","occ","","","93141","Vulpes velox","species","44888","Late Pleistocene","","0.126","0.0117","31472"
"839964","occ","22635","","93181","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","3553"
"839965","occ","","","93181","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","31486"
"839966","occ","","","93181","Vulpes vulpes","species","44890","Late Pleistocene","","0.126","0.0117","31486"
"839986","occ","","","93181","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","3553"
